epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
179,6541.56,1.00059,0.75188,0.00559,0.6318,0.58053,0.60861,0.41128,1.7956,2.0241,0.01341,5.65964e-05,5.65964e-05,5.65964e-05
180,6577.62,1.07544,0.82312,0.00552,0.62672,0.58364,0.61312,0.41995,1.7913,2.04112,0.01319,5.42402e-05,5.42402e-05,5.42402e-05
181,6613.87,1.06662,0.77097,0.00558,0.62392,0.58007,0.61024,0.41269,1.77967,2.10478,0.01322,5.1884e-05,5.1884e-05,5.1884e-05
182,6650.21,1.04871,0.78837,0.00552,0.62486,0.58603,0.60893,0.41461,1.79903,2.05462,0.01333,4.95278e-05,4.95278e-05,4.95278e-05
183,6686.14,1.0819,0.81594,0.00536,0.60245,0.58723,0.60734,0.41377,1.76937,2.06276,0.01301,4.71716e-05,4.71716e-05,4.71716e-05
184,6722.05,1.05519,0.78618,0.00564,0.64486,0.57039,0.60848,0.4086,1.78444,2.0523,0.01299,4.48154e-05,4.48154e-05,4.48154e-05
185,6758.3,1.05212,0.79518,0.00563,0.60625,0.60262,0.60906,0.40541,1.78753,2.07079,0.01308,4.24592e-05,4.24592e-05,4.24592e-05
186,6794.65,0.99953,0.76557,0.00548,0.57803,0.59575,0.60037,0.40327,1.79683,2.05124,0.01343,4.0103e-05,4.0103e-05,4.0103e-05
187,6830.96,1.07931,0.81844,0.00536,0.61889,0.58897,0.60473,0.40492,1.79719,2.03672,0.01342,3.77468e-05,3.77468e-05,3.77468e-05
188,6867.09,1.01567,0.75882,0.00555,0.61336,0.58992,0.60627,0.40472,1.78045,2.02246,0.01312,3.53906e-05,3.53906e-05,3.53906e-05
189,6903.18,1.0478,0.77763,0.00563,0.60787,0.58171,0.59965,0.4063,1.78074,2.07163,0.01298,3.30344e-05,3.30344e-05,3.30344e-05
190,6938.95,1.03646,0.79309,0.00538,0.60176,0.60321,0.60026,0.40861,1.79948,2.04456,0.01305,3.06782e-05,3.06782e-05,3.06782e-05
191,6985.2,1.09546,0.75199,0.00765,0.64099,0.55208,0.58599,0.39524,1.83168,2.16991,0.01473,2.8322e-05,2.8322e-05,2.8322e-05
192,7020.73,1.08012,0.71174,0.00704,0.64713,0.5562,0.5783,0.38699,1.84961,2.1513,0.01457,2.59658e-05,2.59658e-05,2.59658e-05
193,7056.88,1.05698,0.70259,0.0069,0.61794,0.58543,0.58719,0.38398,1.84844,2.14674,0.01429,2.36096e-05,2.36096e-05,2.36096e-05
194,7093.58,1.09688,0.7396,0.00688,0.5943,0.58215,0.58619,0.38951,1.83898,2.14914,0.01414,2.12534e-05,2.12534e-05,2.12534e-05
195,7129.83,1.04773,0.69805,0.00651,0.60912,0.586,0.58924,0.38808,1.84314,2.14504,0.01425,1.88972e-05,1.88972e-05,1.88972e-05
196,7165.41,1.03805,0.68314,0.00611,0.60983,0.58165,0.59074,0.39242,1.83107,2.14178,0.01387,1.6541e-05,1.6541e-05,1.6541e-05
197,7200.17,1.04226,0.70003,0.00646,0.60321,0.5925,0.58838,0.3886,1.83076,2.13358,0.01377,1.41848e-05,1.41848e-05,1.41848e-05
198,7235.88,1.05046,0.69485,0.00641,0.60276,0.59412,0.58912,0.3927,1.84088,2.14021,0.01372,1.18286e-05,1.18286e-05,1.18286e-05
199,7271.7,1.04314,0.67832,0.00618,0.59059,0.58175,0.5839,0.3958,1.82389,2.14392,0.01378,9.4724e-06,9.4724e-06,9.4724e-06
200,7307.26,1.03238,0.69898,0.00644,0.58164,0.58649,0.58606,0.39505,1.81566,2.16711,0.01383,7.1162e-06,7.1162e-06,7.1162e-06
