epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
158,5787.02,1.11608,0.86903,0.0061,0.56133,0.60373,0.60106,0.40451,1.76933,2.05858,0.01295,0.000106077,0.000106077,0.000106077
159,5822.44,1.13211,0.8764,0.00602,0.58092,0.59026,0.58532,0.41353,1.78427,2.08875,0.01315,0.00010372,0.00010372,0.00010372
160,5858.11,1.14311,0.90414,0.00599,0.57521,0.5975,0.59223,0.39837,1.80046,2.1115,0.01322,0.000101364,0.000101364,0.000101364
161,5894.36,1.09532,0.82876,0.00573,0.58403,0.59807,0.60706,0.41331,1.75519,2.07955,0.0124,9.9008e-05,9.9008e-05,9.9008e-05
162,5930.55,1.0803,0.82218,0.00587,0.64256,0.57329,0.60433,0.41694,1.76252,2.00826,0.01257,9.66518e-05,9.66518e-05,9.66518e-05
163,5966.24,1.09651,0.83472,0.00608,0.58611,0.59623,0.60325,0.4129,1.77215,2.04056,0.01268,9.42956e-05,9.42956e-05,9.42956e-05
164,6002.24,1.07938,0.82767,0.00592,0.54574,0.60461,0.60168,0.40148,1.77557,2.04847,0.01296,9.19394e-05,9.19394e-05,9.19394e-05
165,6038.05,1.069,0.81985,0.00585,0.60328,0.59572,0.60736,0.40493,1.77601,2.01339,0.01308,8.95832e-05,8.95832e-05,8.95832e-05
166,6074.25,1.12218,0.82254,0.00574,0.59005,0.59173,0.60245,0.4024,1.80087,2.06673,0.0132,8.7227e-05,8.7227e-05,8.7227e-05
167,6110.41,1.09809,0.83904,0.00587,0.64966,0.5834,0.61135,0.412,1.74682,2.04812,0.01313,8.48708e-05,8.48708e-05,8.48708e-05
168,6146.09,1.09122,0.85087,0.00569,0.60302,0.60026,0.61149,0.40922,1.76259,2.0498,0.0133,8.25146e-05,8.25146e-05,8.25146e-05
169,6181.98,1.05188,0.80817,0.00584,0.58493,0.59505,0.61319,0.42011,1.7631,2.06321,0.01306,8.01584e-05,8.01584e-05,8.01584e-05
170,6217.97,1.08991,0.84776,0.00565,0.5797,0.60982,0.60605,0.41204,1.77777,2.08518,0.01292,7.78022e-05,7.78022e-05,7.78022e-05
171,6253.74,1.05139,0.82211,0.00562,0.5628,0.59828,0.60564,0.40982,1.79686,2.04912,0.0129,7.5446e-05,7.5446e-05,7.5446e-05
172,6289.52,1.06951,0.83585,0.00548,0.63461,0.55914,0.60402,0.41092,1.76183,2.04098,0.01284,7.30898e-05,7.30898e-05,7.30898e-05
173,6325.71,1.1039,0.82569,0.00572,0.61595,0.58809,0.61869,0.41872,1.74353,1.99741,0.01276,7.07336e-05,7.07336e-05,7.07336e-05
174,6362.05,1.08636,0.8522,0.00616,0.63403,0.58037,0.62254,0.41687,1.77006,2.01485,0.01321,6.83774e-05,6.83774e-05,6.83774e-05
175,6397.58,1.04506,0.80424,0.00543,0.61107,0.57965,0.60992,0.42067,1.78185,2.046,0.01322,6.60212e-05,6.60212e-05,6.60212e-05
176,6434.17,1.06988,0.79998,0.00569,0.64235,0.57788,0.60656,0.4188,1.77068,2.05367,0.01256,6.3665e-05,6.3665e-05,6.3665e-05
177,6469.98,1.03948,0.78287,0.00575,0.61801,0.59156,0.61064,0.4124,1.78632,2.06151,0.01306,6.13088e-05,6.13088e-05,6.13088e-05
178,6505.78,1.08603,0.81796,0.00551,0.62179,0.58354,0.60756,0.41262,1.79951,2.02765,0.01306,5.89526e-05,5.89526e-05,5.89526e-05
