epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
64,2447.96,1.35686,1.39862,0.00897,0.55826,0.51188,0.51561,0.3417,1.72126,2.05509,0.0133,0.000179119,0.000179119,0.000179119
65,2484.69,1.38069,1.32009,0.00857,0.55486,0.53309,0.524,0.32779,1.74455,2.04159,0.01402,0.000174406,0.000174406,0.000174406
66,2522.57,1.34961,1.30021,0.00843,0.53675,0.52063,0.51579,0.32534,1.75863,2.06831,0.01362,0.000169694,0.000169694,0.000169694
67,2559.96,1.31476,1.26644,0.00868,0.55431,0.49072,0.49153,0.3126,1.75001,2.08941,0.01414,0.000164982,0.000164982,0.000164982
68,2597.2,1.31827,1.23521,0.00862,0.53837,0.51063,0.50423,0.31754,1.76623,2.04129,0.01408,0.000160269,0.000160269,0.000160269
69,2634.84,1.3547,1.32412,0.0084,0.61297,0.50776,0.53257,0.34536,1.73667,1.96388,0.01408,0.000155557,0.000155557,0.000155557
70,2673.87,1.36685,1.28218,0.0084,0.54202,0.51728,0.52754,0.34958,1.71969,1.99833,0.01373,0.000150844,0.000150844,0.000150844
71,2714.45,1.38579,1.31549,0.00822,0.56435,0.54723,0.52306,0.33834,1.72335,2.01171,0.0136,0.000146132,0.000146132,0.000146132
72,2752.02,1.30854,1.2456,0.0083,0.55692,0.54466,0.52401,0.33979,1.71581,1.99942,0.01336,0.00014142,0.00014142,0.00014142
73,2792.36,1.34342,1.24005,0.00789,0.57187,0.50791,0.5293,0.34475,1.72952,1.99589,0.01398,0.000136707,0.000136707,0.000136707
74,2832.94,1.3143,1.20709,0.00808,0.5794,0.51642,0.52521,0.34452,1.73498,2.03423,0.01355,0.000131995,0.000131995,0.000131995
75,2871.68,1.29662,1.23654,0.00796,0.61354,0.51035,0.52581,0.34205,1.73947,1.99414,0.01349,0.000127282,0.000127282,0.000127282
76,2913.24,1.29998,1.18273,0.00778,0.62921,0.47238,0.50193,0.33423,1.71916,2.0387,0.01407,0.00012257,0.00012257,0.00012257
77,2951.86,1.28366,1.22426,0.00776,0.56346,0.52922,0.53991,0.34526,1.68766,2.05728,0.01297,0.000117858,0.000117858,0.000117858
78,2993.69,1.21729,1.12485,0.00742,0.58577,0.56564,0.54905,0.35895,1.69776,1.95419,0.01319,0.000113145,0.000113145,0.000113145
79,3032.93,1.27403,1.15207,0.00738,0.58404,0.50655,0.52999,0.34722,1.72125,2.01464,0.01372,0.000108433,0.000108433,0.000108433
