epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
42,1850.28,1.54246,1.73123,0.01129,0.45427,0.48262,0.43425,0.26887,1.88192,2.17322,0.01735,0.000306116,0.000306116,0.000306116
43,1890.84,1.54964,1.75193,0.0108,0.53813,0.43538,0.42867,0.2586,1.90266,2.2013,0.01689,0.000298976,0.000298976,0.000298976
44,1931.87,1.5381,1.69429,0.01037,0.53662,0.47556,0.45652,0.28832,1.88618,2.19216,0.01586,0.000291779,0.000291779,0.000291779
45,1971.76,1.53298,1.65799,0.01024,0.54006,0.46475,0.46473,0.29484,1.81699,2.15226,0.0159,0.000284531,0.000284531,0.000284531
46,2017.27,1.51687,1.67242,0.01037,0.47028,0.44751,0.43905,0.26675,1.90475,2.22493,0.01845,0.000277239,0.000277239,0.000277239
47,2075.05,1.48995,1.58083,0.01,0.46169,0.48179,0.46921,0.30237,1.81086,2.09052,0.0158,0.000269911,0.000269911,0.000269911
48,2128.02,1.44236,1.56716,0.00971,0.54948,0.4746,0.46127,0.2889,1.79476,2.19053,0.01422,0.000262554,0.000262554,0.000262554
49,2176.35,1.45349,1.55953,0.00945,0.52849,0.45873,0.44251,0.27712,1.86178,2.20927,0.01651,0.000255175,0.000255175,0.000255175
50,2227.08,1.46984,1.53519,0.01035,0.47784,0.48633,0.47988,0.3056,1.81193,2.08557,0.01503,0.000247781,0.000247781,0.000247781
51,2283.76,1.47949,1.53512,0.01022,0.48968,0.48034,0.46815,0.30091,1.82881,2.11601,0.01651,0.00024038,0.00024038,0.00024038
52,2327.52,1.47089,1.52847,0.00987,0.5483,0.47787,0.48613,0.31124,1.82139,2.06427,0.01608,0.000232979,0.000232979,0.000232979
53,2372.04,1.43486,1.48564,0.00932,0.60928,0.44841,0.49422,0.32213,1.75977,2.06191,0.01511,0.000225585,0.000225585,0.000225585
54,2424.81,1.43924,1.46714,0.00976,0.55803,0.48229,0.49428,0.32801,1.72702,2.03786,0.01397,0.000218206,0.000218206,0.000218206
55,2472.75,1.46392,1.43423,0.00906,0.56945,0.45585,0.48098,0.32232,1.7487,2.03559,0.0142,0.000210849,0.000210849,0.000210849
56,2515.91,1.38198,1.4082,0.00939,0.55918,0.50688,0.47398,0.3054,1.77367,2.06449,0.01537,0.000203521,0.000203521,0.000203521
57,2564.46,1.41821,1.44833,0.0098,0.46985,0.50649,0.47266,0.3036,1.79792,2.01358,0.01549,0.000196229,0.000196229,0.000196229
58,2614.64,1.39584,1.40677,0.00916,0.58201,0.48144,0.48378,0.30894,1.78871,1.99711,0.01494,0.000188981,0.000188981,0.000188981
59,2662.93,1.38951,1.42221,0.00897,0.47476,0.4631,0.4696,0.31255,1.75481,2.05848,0.01552,0.000181784,0.000181784,0.000181784
60,2711.04,1.38598,1.41922,0.00917,0.56899,0.46756,0.47423,0.30905,1.74214,2.03254,0.01388,0.000174644,0.000174644,0.000174644
61,2767.14,1.42858,1.41037,0.0093,0.50085,0.4884,0.47688,0.30902,1.75117,2.04321,0.015,0.000167569,0.000167569,0.000167569
62,2822.07,1.31745,1.30794,0.00882,0.51841,0.49409,0.48632,0.31956,1.75721,2.04585,0.01474,0.000160567,0.000160567,0.000160567
63,2880.9,1.35365,1.31545,0.00845,0.49296,0.4829,0.48776,0.31412,1.78653,2.04543,0.01532,0.000153642,0.000153642,0.000153642
64,2935.72,1.33724,1.37671,0.00878,0.54528,0.52789,0.51106,0.33174,1.73408,1.99656,0.01395,0.000146804,0.000146804,0.000146804
65,2993.28,1.37241,1.30049,0.00845,0.57008,0.49531,0.4969,0.32664,1.71752,1.98248,0.01376,0.000140058,0.000140058,0.000140058
66,3049.61,1.33972,1.28958,0.00827,0.50043,0.52641,0.49714,0.32557,1.73251,1.93809,0.01365,0.000133411,0.000133411,0.000133411
67,3108.7,1.2835,1.22139,0.00845,0.53002,0.53241,0.50307,0.32884,1.74628,1.92123,0.01357,0.000126869,0.000126869,0.000126869
68,3171.7,1.3183,1.2029,0.00849,0.52694,0.49079,0.49395,0.32589,1.71762,1.97979,0.01385,0.00012044,0.00012044,0.00012044
69,3221.43,1.33297,1.28186,0.00823,0.54927,0.5064,0.51627,0.34274,1.72673,1.97026,0.0144,0.000114128,0.000114128,0.000114128
70,3274.07,1.34197,1.28699,0.00794,0.5452,0.51336,0.50561,0.33095,1.74931,1.98738,0.0142,0.000107942,0.000107942,0.000107942
71,3322.35,1.37051,1.29949,0.00819,0.6228,0.47535,0.50977,0.337,1.75777,2.00198,0.01452,0.000101886,0.000101886,0.000101886
72,3379.47,1.29661,1.22807,0.00813,0.55912,0.49545,0.50585,0.33309,1.72688,1.98217,0.01393,9.59668e-05,9.59668e-05,9.59668e-05
73,3430.74,1.32466,1.21113,0.00791,0.56635,0.50804,0.5069,0.33648,1.69915,2.00362,0.01325,9.01902e-05,9.01902e-05,9.01902e-05
74,3475.06,1.29795,1.17981,0.00786,0.55431,0.5405,0.50407,0.33793,1.71508,1.99062,0.01372,8.45617e-05,8.45617e-05,8.45617e-05
75,3534.42,1.28034,1.20495,0.00789,0.51897,0.50656,0.4978,0.32327,1.75319,1.9841,0.0139,7.9087e-05,7.9087e-05,7.9087e-05
76,3589.77,1.28157,1.15474,0.00761,0.51995,0.51609,0.50463,0.33141,1.7292,1.98286,0.01365,7.37715e-05,7.37715e-05,7.37715e-05
77,3638.58,1.27517,1.22026,0.00758,0.52639,0.51406,0.50366,0.33705,1.73098,1.96616,0.01375,6.86204e-05,6.86204e-05,6.86204e-05
78,3686.21,1.20944,1.11511,0.00747,0.56783,0.5167,0.51298,0.33442,1.71902,1.98979,0.01343,6.36388e-05,6.36388e-05,6.36388e-05
79,3729.21,1.26041,1.11966,0.00735,0.60158,0.4957,0.5175,0.34411,1.69627,2.00908,0.01295,5.88317e-05,5.88317e-05,5.88317e-05
80,3787.03,1.2732,1.13158,0.0073,0.55291,0.53617,0.52418,0.3478,1.71929,1.98832,0.01359,5.42037e-05,5.42037e-05,5.42037e-05
81,3841.38,1.27165,1.18445,0.00789,0.58507,0.50434,0.5087,0.3441,1.71676,2.01073,0.01316,4.97594e-05,4.97594e-05,4.97594e-05
82,3897.19,1.27268,1.19657,0.00764,0.56302,0.55486,0.53072,0.35572,1.71436,1.95295,0.01339,4.55033e-05,4.55033e-05,4.55033e-05
83,3949.87,1.23613,1.12478,0.00742,0.60447,0.54259,0.53751,0.35495,1.69773,1.97177,0.01316,4.14395e-05,4.14395e-05,4.14395e-05
84,3998.26,1.23912,1.14967,0.0073,0.56998,0.51561,0.53022,0.35598,1.70234,1.95492,0.01342,3.7572e-05,3.7572e-05,3.7572e-05
85,4042.19,1.29878,1.21948,0.00778,0.54358,0.54566,0.52153,0.34459,1.72087,1.94233,0.01358,3.39046e-05,3.39046e-05,3.39046e-05
86,4087.09,1.29128,1.14543,0.00715,0.56015,0.54657,0.53079,0.35663,1.69939,1.94007,0.01313,3.0441e-05,3.0441e-05,3.0441e-05
87,4136.39,1.23645,1.1314,0.00735,0.56399,0.53229,0.52514,0.35527,1.68673,1.94878,0.01321,2.71846e-05,2.71846e-05,2.71846e-05
88,4184.31,1.29275,1.17068,0.00755,0.53857,0.52732,0.52348,0.3483,1.69744,1.91843,0.01331,2.41387e-05,2.41387e-05,2.41387e-05
89,4230.98,1.20512,1.08074,0.00721,0.50786,0.53639,0.52025,0.35001,1.71303,1.94884,0.01325,2.13061e-05,2.13061e-05,2.13061e-05
90,4272.81,1.23942,1.13784,0.00711,0.53635,0.52909,0.51157,0.34645,1.69112,1.95344,0.01306,1.86897e-05,1.86897e-05,1.86897e-05
91,4326.6,1.35014,1.08215,0.01048,0.58494,0.4831,0.49225,0.32396,1.77046,2.02234,0.01512,1.62921e-05,1.62921e-05,1.62921e-05
92,4367.34,1.29266,1.03805,0.00913,0.58863,0.483,0.51546,0.34233,1.76389,1.99286,0.01506,1.41156e-05,1.41156e-05,1.41156e-05
93,4409.59,1.28671,1.01673,0.00941,0.60108,0.48991,0.51456,0.33977,1.76772,1.99573,0.01488,1.21624e-05,1.21624e-05,1.21624e-05
94,4466.67,1.26797,1.05504,0.00905,0.59646,0.495,0.50371,0.33204,1.76622,1.96449,0.01452,1.04345e-05,1.04345e-05,1.04345e-05
95,4508.61,1.27581,0.99649,0.00849,0.55652,0.51551,0.50497,0.33314,1.76066,1.95667,0.0144,8.93348e-06,8.93348e-06,8.93348e-06
96,4566.56,1.2562,0.9756,0.00872,0.49323,0.54789,0.50714,0.33636,1.75963,1.98185,0.01438,7.66087e-06,7.66087e-06,7.66087e-06
97,4615.71,1.26404,1.00954,0.00855,0.50185,0.50973,0.50205,0.33232,1.74989,1.98348,0.01415,6.61793e-06,6.61793e-06,6.61793e-06
98,4655.07,1.26926,1.01564,0.009,0.50039,0.54345,0.51319,0.34067,1.75153,1.95897,0.01432,5.80569e-06,5.80569e-06,5.80569e-06
99,4694.55,1.27764,0.98189,0.00863,0.48195,0.54237,0.50486,0.33318,1.75157,1.96427,0.01434,5.22494e-06,5.22494e-06,5.22494e-06
100,4733.92,1.26666,0.99027,0.00843,0.4915,0.54516,0.51084,0.33857,1.75217,1.95097,0.01441,4.87626e-06,4.87626e-06,4.87626e-06
